measurement_pk,condition_pk,condition_label,setup_date,experiment_location
TRAMEA013436,TRACON025326,maintenance,,
TRAMEA013437,TRACON023901,test,,
TRAMEA013437,TRACON025326,maintenance,,
TRAMEA013438,TRACON023901,test,,
TRAMEA013438,TRACON025326,maintenance,,
TRAMEA013439,TRACON023901,test,,
TRAMEA013439,TRACON025326,maintenance,,
TRAMEA013440,TRACON023901,test,,
TRAMEA013440,TRACON025326,maintenance,,
TRAMEA013441,TRACON023901,test,,
TRAMEA013441,TRACON025326,maintenance,,
TRAMEA013442,TRACON023901,test,,
TRAMEA013442,TRACON025326,maintenance,,
TRAMEA013443,TRACON023901,test,,
TRAMEA013443,TRACON025326,maintenance,,
TRAMEA013444,TRACON023901,test,,
TRAMEA013444,TRACON025326,maintenance,,
TRAMEA013445,TRACON023901,test,,
TRAMEA013445,TRACON025326,maintenance,,
TRAMEA013446,TRACON023901,test,,
TRAMEA013446,TRACON025326,maintenance,,
TRAMEA013447,TRACON023901,test,,
TRAMEA013447,TRACON025326,maintenance,,
TRAMEA013448,TRACON023901,test,,
TRAMEA013448,TRACON025326,maintenance,,
TRAMEA013449,TRACON012134,test,,
TRAMEA013449,TRACON025436,maintenance,,
TRAMEA013450,TRACON012134,test,,
TRAMEA013450,TRACON025436,maintenance,,
TRAMEA013451,TRACON012134,test,,
TRAMEA013451,TRACON025436,maintenance,,
TRAMEA013452,TRACON012134,test,,
TRAMEA013452,TRACON025436,maintenance,,
TRAMEA013453,TRACON012134,test,,
TRAMEA013453,TRACON025436,maintenance,,
TRAMEA013454,TRACON012134,test,,
TRAMEA013454,TRACON025436,maintenance,,
TRAMEA013455,TRACON012134,test,,
TRAMEA013455,TRACON025436,maintenance,,
TRAMEA013456,TRACON012134,test,,
TRAMEA013456,TRACON025436,maintenance,,
TRAMEA013457,TRACON012134,test,,
TRAMEA013457,TRACON025436,maintenance,,
TRAMEA013458,TRACON012134,test,,
TRAMEA013458,TRACON025436,maintenance,,
TRAMEA013459,TRACON012134,test,,
TRAMEA013459,TRACON025436,maintenance,,
TRAMEA013460,TRACON012134,test,,
TRAMEA013460,TRACON025436,maintenance,,
TRAMEA013461,TRACON012134,test,,
TRAMEA013461,TRACON025436,maintenance,,
TRAMEA013462,TRACON012134,test,,
TRAMEA013462,TRACON025436,maintenance,,
TRAMEA013463,TRACON012134,test,,
TRAMEA013463,TRACON025436,maintenance,,
TRAMEA013464,TRACON012134,test,,
TRAMEA013464,TRACON025436,maintenance,,
TRAMEA013465,TRACON012134,test,,
TRAMEA013465,TRACON025436,maintenance,,
TRAMEA013466,TRACON012134,test,,
TRAMEA013466,TRACON025436,maintenance,,
TRAMEA013467,TRACON012134,test,,
TRAMEA013467,TRACON025436,maintenance,,
TRAMEA013468,TRACON012134,test,,
TRAMEA013468,TRACON025436,maintenance,,
TRAMEA013469,TRACON012134,test,,
TRAMEA013469,TRACON025436,maintenance,,
TRAMEA013470,TRACON012134,test,,
TRAMEA013470,TRACON025436,maintenance,,
TRAMEA013471,TRACON012134,test,,
TRAMEA013471,TRACON025436,maintenance,,
TRAMEA013472,TRACON012134,test,,
TRAMEA013472,TRACON025436,maintenance,,
TRAMEA013473,TRACON012134,test,,
TRAMEA013473,TRACON025436,maintenance,,
TRAMEA013474,TRACON012134,test,,
TRAMEA013474,TRACON025436,maintenance,,
TRAMEA013475,TRACON012134,test,,
TRAMEA013475,TRACON025436,maintenance,,
TRAMEA013476,TRACON023869,test,,
TRAMEA013476,TRACON025436,maintenance,,
TRAMEA013477,TRACON023869,test,,
TRAMEA013477,TRACON025436,maintenance,,
TRAMEA013478,TRACON023869,test,,
TRAMEA013478,TRACON025436,maintenance,,
TRAMEA013479,TRACON023869,test,,
TRAMEA013479,TRACON025436,maintenance,,
TRAMEA013480,TRACON023869,test,,
TRAMEA013480,TRACON025436,maintenance,,
TRAMEA013481,TRACON023869,test,,
TRAMEA013481,TRACON025436,maintenance,,
TRAMEA013482,TRACON023869,test,,
TRAMEA013482,TRACON025436,maintenance,,
TRAMEA013483,TRACON023869,test,,
TRAMEA013483,TRACON025436,maintenance,,
TRAMEA013484,TRACON023869,test,,
TRAMEA013484,TRACON025436,maintenance,,
TRAMEA013485,TRACON023869,test,,
TRAMEA013485,TRACON025436,maintenance,,
TRAMEA013486,TRACON023869,test,,
TRAMEA013486,TRACON025436,maintenance,,
TRAMEA013487,TRACON023869,test,,
TRAMEA013487,TRACON025436,maintenance,,
TRAMEA013488,TRACON023869,test,,
TRAMEA013488,TRACON025436,maintenance,,
TRAMEA013489,TRACON023869,test,,
TRAMEA013489,TRACON025436,maintenance,,
TRAMEA013490,TRACON023869,test,,
TRAMEA013490,TRACON025436,maintenance,,
TRAMEA013491,TRACON023869,test,,
TRAMEA013491,TRACON025436,maintenance,,
TRAMEA013492,TRACON023869,test,,
TRAMEA013492,TRACON025436,maintenance,,
TRAMEA013493,TRACON023869,test,,
TRAMEA013493,TRACON025436,maintenance,,
TRAMEA013494,TRACON023869,test,,
TRAMEA013494,TRACON025436,maintenance,,
TRAMEA013495,TRACON023869,test,,
TRAMEA013495,TRACON025436,maintenance,,
TRAMEA013496,TRACON023869,test,,
TRAMEA013496,TRACON025436,maintenance,,
TRAMEA013497,TRACON023869,test,,
TRAMEA013497,TRACON025436,maintenance,,
TRAMEA013498,TRACON023869,test,,
TRAMEA013498,TRACON025436,maintenance,,
TRAMEA013499,TRACON023869,test,,
TRAMEA013499,TRACON025436,maintenance,,
TRAMEA013500,TRACON023869,test,,
TRAMEA013500,TRACON025436,maintenance,,
TRAMEA013501,TRACON023869,test,,
TRAMEA013501,TRACON025436,maintenance,,
TRAMEA013502,TRACON023901,test,,
TRAMEA013502,TRACON025436,maintenance,,
TRAMEA013503,TRACON023901,test,,
TRAMEA013503,TRACON025436,maintenance,,
TRAMEA013504,TRACON023901,test,,
TRAMEA013504,TRACON025436,maintenance,,
TRAMEA013505,TRACON023901,test,,
TRAMEA013505,TRACON025436,maintenance,,
TRAMEA013506,TRACON023901,test,,
TRAMEA013506,TRACON025436,maintenance,,
TRAMEA013507,TRACON023901,test,,
TRAMEA013507,TRACON025436,maintenance,,
TRAMEA013508,TRACON023901,test,,
TRAMEA013508,TRACON025436,maintenance,,
TRAMEA013509,TRACON023901,test,,
TRAMEA013509,TRACON025436,maintenance,,
TRAMEA013510,TRACON023901,test,,
TRAMEA013510,TRACON025436,maintenance,,
TRAMEA013511,TRACON023901,test,,
TRAMEA013511,TRACON025436,maintenance,,
TRAMEA013512,TRACON023901,test,,
TRAMEA013512,TRACON025436,maintenance,,
TRAMEA013513,TRACON023901,test,,
TRAMEA013513,TRACON025436,maintenance,,
TRAMEA013514,TRACON023901,test,,
TRAMEA013514,TRACON025436,maintenance,,
TRAMEA013515,TRACON023901,test,,
TRAMEA013515,TRACON025436,maintenance,,
TRAMEA013516,TRACON023901,test,,
TRAMEA013516,TRACON025436,maintenance,,
TRAMEA013517,TRACON023901,test,,
TRAMEA013517,TRACON025436,maintenance,,
TRAMEA013518,TRACON023901,test,,
TRAMEA013518,TRACON025436,maintenance,,
TRAMEA013519,TRACON023901,test,,
TRAMEA013519,TRACON025436,maintenance,,
TRAMEA013520,TRACON023901,test,,
TRAMEA013520,TRACON025436,maintenance,,
TRAMEA013521,TRACON023901,test,,
TRAMEA013521,TRACON025436,maintenance,,
TRAMEA013522,TRACON023901,test,,
TRAMEA013522,TRACON025436,maintenance,,
TRAMEA013523,TRACON023901,test,,
TRAMEA013523,TRACON025436,maintenance,,
TRAMEA013524,TRACON012134,test,,
TRAMEA013524,TRACON024134,maintenance,,
TRAMEA013525,TRACON012134,test,,
TRAMEA013525,TRACON024134,maintenance,,
TRAMEA013526,TRACON012134,test,,
TRAMEA013526,TRACON024134,maintenance,,
TRAMEA013527,TRACON012134,test,,
TRAMEA013527,TRACON024134,maintenance,,
TRAMEA013528,TRACON012134,test,,
TRAMEA013528,TRACON024134,maintenance,,
TRAMEA013529,TRACON012134,test,,
TRAMEA013529,TRACON024134,maintenance,,
TRAMEA013530,TRACON012134,test,,
TRAMEA013530,TRACON024134,maintenance,,
TRAMEA013531,TRACON012134,test,,
TRAMEA013531,TRACON024134,maintenance,,
TRAMEA013532,TRACON012134,test,,
TRAMEA013532,TRACON024134,maintenance,,
TRAMEA013533,TRACON012134,test,,
TRAMEA013533,TRACON024134,maintenance,,
TRAMEA013534,TRACON012134,test,,
TRAMEA013534,TRACON024134,maintenance,,
TRAMEA013535,TRACON012134,test,,
TRAMEA013535,TRACON024134,maintenance,,
TRAMEA013536,TRACON012134,test,,
TRAMEA013536,TRACON024134,maintenance,,
TRAMEA013537,TRACON012134,test,,
TRAMEA013537,TRACON024134,maintenance,,
TRAMEA013538,TRACON012134,test,,
TRAMEA013538,TRACON024134,maintenance,,
TRAMEA013539,TRACON012134,test,,
TRAMEA013539,TRACON024134,maintenance,,
TRAMEA013540,TRACON012134,test,,
TRAMEA013540,TRACON024134,maintenance,,
TRAMEA013541,TRACON012134,test,,
TRAMEA013541,TRACON024134,maintenance,,
TRAMEA013542,TRACON023869,test,,
TRAMEA013542,TRACON024134,maintenance,,
TRAMEA013543,TRACON023869,test,,
TRAMEA013543,TRACON024134,maintenance,,
TRAMEA013544,TRACON023869,test,,
TRAMEA013544,TRACON024134,maintenance,,
TRAMEA013545,TRACON023869,test,,
TRAMEA013545,TRACON024134,maintenance,,
TRAMEA013546,TRACON023869,test,,
TRAMEA013546,TRACON024134,maintenance,,
TRAMEA013547,TRACON023869,test,,
TRAMEA013547,TRACON024134,maintenance,,
TRAMEA013548,TRACON023869,test,,
TRAMEA013548,TRACON024134,maintenance,,
TRAMEA013549,TRACON023869,test,,
TRAMEA013549,TRACON024134,maintenance,,
TRAMEA013550,TRACON023869,test,,
TRAMEA013550,TRACON024134,maintenance,,
TRAMEA013551,TRACON023869,test,,
TRAMEA013551,TRACON024134,maintenance,,
TRAMEA013552,TRACON023869,test,,
TRAMEA013552,TRACON024134,maintenance,,
TRAMEA013553,TRACON023869,test,,
TRAMEA013553,TRACON024134,maintenance,,
TRAMEA013554,TRACON023869,test,,
TRAMEA013554,TRACON024134,maintenance,,
TRAMEA013555,TRACON023869,test,,
TRAMEA013555,TRACON024134,maintenance,,
TRAMEA013556,TRACON023869,test,,
TRAMEA013556,TRACON024134,maintenance,,
TRAMEA013557,TRACON023869,test,,
TRAMEA013557,TRACON024134,maintenance,,
TRAMEA013558,TRACON023869,test,,
TRAMEA013558,TRACON024134,maintenance,,
TRAMEA013559,TRACON023901,test,,
TRAMEA013559,TRACON024134,maintenance,,
TRAMEA013560,TRACON023901,test,,
TRAMEA013560,TRACON024134,maintenance,,
TRAMEA013561,TRACON023901,test,,
TRAMEA013561,TRACON024134,maintenance,,
TRAMEA013562,TRACON023901,test,,
TRAMEA013562,TRACON024134,maintenance,,
TRAMEA013563,TRACON023901,test,,
TRAMEA013563,TRACON024134,maintenance,,
TRAMEA013564,TRACON023901,test,,
TRAMEA013564,TRACON024134,maintenance,,
TRAMEA013565,TRACON023901,test,,
TRAMEA013565,TRACON024134,maintenance,,
TRAMEA013566,TRACON023901,test,,
TRAMEA013566,TRACON024134,maintenance,,
TRAMEA013567,TRACON023901,test,,
TRAMEA013567,TRACON024134,maintenance,,
TRAMEA013568,TRACON023901,test,,
TRAMEA013568,TRACON024134,maintenance,,
TRAMEA013569,TRACON023901,test,,
TRAMEA013569,TRACON024134,maintenance,,
TRAMEA013570,TRACON023901,test,,
TRAMEA013570,TRACON024134,maintenance,,
TRAMEA013571,TRACON023901,test,,
TRAMEA013571,TRACON024134,maintenance,,
TRAMEA013572,TRACON023901,test,,
TRAMEA013572,TRACON024134,maintenance,,
TRAMEA013573,TRACON023901,test,,
TRAMEA013573,TRACON024134,maintenance,,
TRAMEA013574,TRACON023901,test,,
TRAMEA013574,TRACON024134,maintenance,,
TRAMEA013575,TRACON023901,test,,
TRAMEA013575,TRACON024134,maintenance,,
TRAMEA013576,TRACON023901,test,,
TRAMEA013576,TRACON024134,maintenance,,
TRAMEA013577,TRACON023901,test,,
TRAMEA013577,TRACON024134,maintenance,,
TRAMEA013578,TRACON023901,test,,
TRAMEA013578,TRACON024134,maintenance,,
TRAMEA013579,TRACON023901,test,,
TRAMEA013579,TRACON024134,maintenance,,
TRAMEA013580,TRACON023901,test,,
TRAMEA013580,TRACON024134,maintenance,,
TRAMEA013581,TRACON023901,test,,
TRAMEA013581,TRACON024134,maintenance,,
TRAMEA013582,TRACON012134,test,,
TRAMEA013582,TRACON023934,maintenance,,
TRAMEA013583,TRACON012134,test,,
TRAMEA013583,TRACON023934,maintenance,,
TRAMEA013584,TRACON012134,test,,
TRAMEA013584,TRACON023934,maintenance,,
TRAMEA013585,TRACON012134,test,,
TRAMEA013585,TRACON023934,maintenance,,
TRAMEA013586,TRACON012134,test,,
TRAMEA013586,TRACON023934,maintenance,,
TRAMEA013587,TRACON012134,test,,
TRAMEA013587,TRACON023934,maintenance,,
TRAMEA013588,TRACON012134,test,,
TRAMEA013588,TRACON023934,maintenance,,
TRAMEA013589,TRACON012134,test,,
TRAMEA013589,TRACON023934,maintenance,,
TRAMEA013590,TRACON012134,test,,
TRAMEA013590,TRACON023934,maintenance,,
TRAMEA013591,TRACON012134,test,,
TRAMEA013591,TRACON023934,maintenance,,
TRAMEA013592,TRACON012134,test,,
TRAMEA013592,TRACON023934,maintenance,,
TRAMEA013593,TRACON012134,test,,
TRAMEA013593,TRACON023934,maintenance,,
TRAMEA013594,TRACON012134,test,,
TRAMEA013594,TRACON023934,maintenance,,
TRAMEA013595,TRACON012134,test,,
TRAMEA013595,TRACON023934,maintenance,,
TRAMEA013596,TRACON012134,test,,
TRAMEA013596,TRACON023934,maintenance,,
TRAMEA013597,TRACON012134,test,,
TRAMEA013597,TRACON023934,maintenance,,
TRAMEA013598,TRACON012134,test,,
TRAMEA013598,TRACON023934,maintenance,,
TRAMEA013599,TRACON012134,test,,
TRAMEA013599,TRACON023934,maintenance,,
TRAMEA013600,TRACON012134,test,,
TRAMEA013600,TRACON023934,maintenance,,
TRAMEA013601,TRACON012134,test,,
TRAMEA013601,TRACON023934,maintenance,,
TRAMEA013602,TRACON012134,test,,
TRAMEA013602,TRACON023934,maintenance,,
TRAMEA013603,TRACON012134,test,,
TRAMEA013603,TRACON023934,maintenance,,
TRAMEA013604,TRACON012134,test,,
TRAMEA013604,TRACON023934,maintenance,,
TRAMEA013605,TRACON012134,test,,
TRAMEA013605,TRACON023934,maintenance,,
TRAMEA013606,TRACON012134,test,,
TRAMEA013606,TRACON023934,maintenance,,
TRAMEA013607,TRACON023869,test,,
TRAMEA013607,TRACON023934,maintenance,,
TRAMEA013608,TRACON023869,test,,
TRAMEA013608,TRACON023934,maintenance,,
TRAMEA013609,TRACON023869,test,,
TRAMEA013609,TRACON023934,maintenance,,
TRAMEA013610,TRACON023869,test,,
TRAMEA013610,TRACON023934,maintenance,,
TRAMEA013611,TRACON023869,test,,
TRAMEA013611,TRACON023934,maintenance,,
TRAMEA013612,TRACON023869,test,,
TRAMEA013612,TRACON023934,maintenance,,
TRAMEA013613,TRACON023869,test,,
TRAMEA013613,TRACON023934,maintenance,,
TRAMEA013614,TRACON023869,test,,
TRAMEA013614,TRACON023934,maintenance,,
TRAMEA013615,TRACON023869,test,,
TRAMEA013615,TRACON023934,maintenance,,
TRAMEA013616,TRACON023869,test,,
TRAMEA013616,TRACON023934,maintenance,,
TRAMEA013617,TRACON023869,test,,
TRAMEA013617,TRACON023934,maintenance,,
TRAMEA013618,TRACON023869,test,,
TRAMEA013618,TRACON023934,maintenance,,
TRAMEA013619,TRACON023869,test,,
TRAMEA013619,TRACON023934,maintenance,,
TRAMEA013620,TRACON023869,test,,
TRAMEA013620,TRACON023934,maintenance,,
TRAMEA013621,TRACON023869,test,,
TRAMEA013621,TRACON023934,maintenance,,
TRAMEA013622,TRACON023869,test,,
TRAMEA013622,TRACON023934,maintenance,,
TRAMEA013623,TRACON023869,test,,
TRAMEA013623,TRACON023934,maintenance,,
TRAMEA013624,TRACON023869,test,,
TRAMEA013624,TRACON023934,maintenance,,
TRAMEA013625,TRACON023869,test,,
TRAMEA013625,TRACON023934,maintenance,,
TRAMEA013626,TRACON023869,test,,
TRAMEA013626,TRACON023934,maintenance,,
TRAMEA013627,TRACON023869,test,,
TRAMEA013627,TRACON023934,maintenance,,
TRAMEA013628,TRACON023869,test,,
TRAMEA013628,TRACON023934,maintenance,,
TRAMEA013629,TRACON023869,test,,
TRAMEA013629,TRACON023934,maintenance,,
TRAMEA013630,TRACON023869,test,,
TRAMEA013630,TRACON023934,maintenance,,
TRAMEA013631,TRACON023869,test,,
TRAMEA013631,TRACON023934,maintenance,,
TRAMEA013632,TRACON023869,test,,
TRAMEA013632,TRACON023934,maintenance,,
TRAMEA013633,TRACON023901,test,,
TRAMEA013633,TRACON023934,maintenance,,
TRAMEA013634,TRACON023901,test,,
TRAMEA013634,TRACON023934,maintenance,,
TRAMEA013635,TRACON023901,test,,
TRAMEA013635,TRACON023934,maintenance,,
TRAMEA013636,TRACON023901,test,,
TRAMEA013636,TRACON023934,maintenance,,
TRAMEA013637,TRACON023901,test,,
TRAMEA013637,TRACON023934,maintenance,,
TRAMEA013638,TRACON023901,test,,
TRAMEA013638,TRACON023934,maintenance,,
TRAMEA013639,TRACON023901,test,,
TRAMEA013639,TRACON023934,maintenance,,
TRAMEA013640,TRACON023901,test,,
TRAMEA013640,TRACON023934,maintenance,,
TRAMEA013641,TRACON023901,test,,
TRAMEA013641,TRACON023934,maintenance,,
TRAMEA013642,TRACON023901,test,,
TRAMEA013642,TRACON023934,maintenance,,
TRAMEA013643,TRACON023901,test,,
TRAMEA013643,TRACON023934,maintenance,,
TRAMEA013644,TRACON023901,test,,
TRAMEA013644,TRACON023934,maintenance,,
TRAMEA013645,TRACON023901,test,,
TRAMEA013645,TRACON023934,maintenance,,
TRAMEA013646,TRACON023901,test,,
TRAMEA013646,TRACON023934,maintenance,,
TRAMEA013647,TRACON023901,test,,
TRAMEA013647,TRACON023934,maintenance,,
TRAMEA013648,TRACON023901,test,,
TRAMEA013648,TRACON023934,maintenance,,
TRAMEA013649,TRACON023901,test,,
TRAMEA013649,TRACON023934,maintenance,,
TRAMEA013650,TRACON023901,test,,
TRAMEA013650,TRACON023934,maintenance,,
TRAMEA013651,TRACON023901,test,,
TRAMEA013651,TRACON023934,maintenance,,
TRAMEA013652,TRACON023901,test,,
TRAMEA013652,TRACON023934,maintenance,,
TRAMEA013653,TRACON023901,test,,
TRAMEA013653,TRACON023934,maintenance,,
TRAMEA013654,TRACON023901,test,,
TRAMEA013654,TRACON023934,maintenance,,
TRAMEA013655,TRACON023901,test,,
TRAMEA013655,TRACON023934,maintenance,,
TRAMEA013656,TRACON023901,test,,
TRAMEA013656,TRACON023934,maintenance,,
TRAMEA013657,TRACON023901,test,,
TRAMEA013657,TRACON023934,maintenance,,
TRAMEA013658,TRACON023901,test,,
TRAMEA013658,TRACON023934,maintenance,,
TRAMEA013659,TRACON023901,test,,
TRAMEA013659,TRACON023934,maintenance,,
TRAMEA013660,TRACON012134,test,,
TRAMEA013660,TRACON023834,maintenance,,
TRAMEA013661,TRACON012134,test,,
TRAMEA013661,TRACON023834,maintenance,,
TRAMEA013662,TRACON012134,test,,
TRAMEA013662,TRACON023834,maintenance,,
TRAMEA013663,TRACON012134,test,,
TRAMEA013663,TRACON023834,maintenance,,
TRAMEA013664,TRACON012134,test,,
TRAMEA013664,TRACON023834,maintenance,,
TRAMEA013665,TRACON012134,test,,
TRAMEA013665,TRACON023834,maintenance,,
TRAMEA013666,TRACON012134,test,,
TRAMEA013666,TRACON023834,maintenance,,
TRAMEA013667,TRACON012134,test,,
TRAMEA013667,TRACON023834,maintenance,,
TRAMEA013668,TRACON012134,test,,
TRAMEA013668,TRACON023834,maintenance,,
TRAMEA013669,TRACON012134,test,,
TRAMEA013669,TRACON023834,maintenance,,
TRAMEA013670,TRACON012134,test,,
TRAMEA013670,TRACON023834,maintenance,,
TRAMEA013671,TRACON012134,test,,
TRAMEA013671,TRACON023834,maintenance,,
TRAMEA013672,TRACON012134,test,,
TRAMEA013672,TRACON023834,maintenance,,
TRAMEA013673,TRACON012134,test,,
TRAMEA013673,TRACON023834,maintenance,,
TRAMEA013674,TRACON012134,test,,
TRAMEA013674,TRACON023834,maintenance,,
TRAMEA013675,TRACON012134,test,,
TRAMEA013675,TRACON023834,maintenance,,
TRAMEA013676,TRACON012134,test,,
TRAMEA013676,TRACON023834,maintenance,,
TRAMEA013677,TRACON012134,test,,
TRAMEA013677,TRACON023834,maintenance,,
TRAMEA013678,TRACON012134,test,,
TRAMEA013678,TRACON023834,maintenance,,
TRAMEA013679,TRACON012134,test,,
TRAMEA013679,TRACON023834,maintenance,,
TRAMEA013680,TRACON012134,test,,
TRAMEA013680,TRACON023834,maintenance,,
TRAMEA013681,TRACON012134,test,,
TRAMEA013681,TRACON023834,maintenance,,
TRAMEA013682,TRACON012134,test,,
TRAMEA013682,TRACON023834,maintenance,,
TRAMEA013683,TRACON012134,test,,
TRAMEA013683,TRACON023834,maintenance,,
TRAMEA013684,TRACON023869,test,,
TRAMEA013684,TRACON023834,maintenance,,
TRAMEA013685,TRACON023869,test,,
TRAMEA013685,TRACON023834,maintenance,,
TRAMEA013686,TRACON023869,test,,
TRAMEA013686,TRACON023834,maintenance,,
TRAMEA013687,TRACON023869,test,,
TRAMEA013687,TRACON023834,maintenance,,
TRAMEA013688,TRACON023869,test,,
TRAMEA013688,TRACON023834,maintenance,,
TRAMEA013689,TRACON023869,test,,
TRAMEA013689,TRACON023834,maintenance,,
TRAMEA013690,TRACON023869,test,,
TRAMEA013690,TRACON023834,maintenance,,
TRAMEA013691,TRACON023869,test,,
TRAMEA013691,TRACON023834,maintenance,,
TRAMEA013692,TRACON023869,test,,
TRAMEA013692,TRACON023834,maintenance,,
TRAMEA013693,TRACON023869,test,,
TRAMEA013693,TRACON023834,maintenance,,
TRAMEA013694,TRACON023869,test,,
TRAMEA013694,TRACON023834,maintenance,,
TRAMEA013695,TRACON023869,test,,
TRAMEA013695,TRACON023834,maintenance,,
TRAMEA013696,TRACON023869,test,,
TRAMEA013696,TRACON023834,maintenance,,
TRAMEA013697,TRACON023869,test,,
TRAMEA013697,TRACON023834,maintenance,,
TRAMEA013698,TRACON023869,test,,
TRAMEA013698,TRACON023834,maintenance,,
TRAMEA013699,TRACON023869,test,,
TRAMEA013699,TRACON023834,maintenance,,
TRAMEA013700,TRACON023869,test,,
TRAMEA013700,TRACON023834,maintenance,,
TRAMEA013701,TRACON023869,test,,
TRAMEA013701,TRACON023834,maintenance,,
TRAMEA013702,TRACON023869,test,,
TRAMEA013702,TRACON023834,maintenance,,
TRAMEA013703,TRACON023869,test,,
TRAMEA013703,TRACON023834,maintenance,,
TRAMEA013704,TRACON023869,test,,
TRAMEA013704,TRACON023834,maintenance,,
TRAMEA013705,TRACON023869,test,,
TRAMEA013705,TRACON023834,maintenance,,
TRAMEA013706,TRACON023869,test,,
TRAMEA013706,TRACON023834,maintenance,,
TRAMEA013707,TRACON023869,test,,
TRAMEA013707,TRACON023834,maintenance,,
TRAMEA013708,TRACON023869,test,,
TRAMEA013708,TRACON023834,maintenance,,
TRAMEA013709,TRACON023901,test,,
TRAMEA013709,TRACON023834,maintenance,,
TRAMEA013710,TRACON023901,test,,
TRAMEA013710,TRACON023834,maintenance,,
TRAMEA013711,TRACON023901,test,,
TRAMEA013711,TRACON023834,maintenance,,
TRAMEA013712,TRACON023901,test,,
TRAMEA013712,TRACON023834,maintenance,,
TRAMEA013713,TRACON023901,test,,
TRAMEA013713,TRACON023834,maintenance,,
TRAMEA013714,TRACON023901,test,,
TRAMEA013714,TRACON023834,maintenance,,
TRAMEA013715,TRACON023901,test,,
TRAMEA013715,TRACON023834,maintenance,,
TRAMEA013716,TRACON023901,test,,
TRAMEA013716,TRACON023834,maintenance,,
TRAMEA013717,TRACON023901,test,,
TRAMEA013717,TRACON023834,maintenance,,
TRAMEA013718,TRACON023901,test,,
TRAMEA013718,TRACON023834,maintenance,,
TRAMEA013719,TRACON023901,test,,
TRAMEA013719,TRACON023834,maintenance,,
TRAMEA013720,TRACON023901,test,,
TRAMEA013720,TRACON023834,maintenance,,
TRAMEA013721,TRACON023901,test,,
TRAMEA013721,TRACON023834,maintenance,,
TRAMEA013722,TRACON023901,test,,
TRAMEA013722,TRACON023834,maintenance,,
TRAMEA013723,TRACON023901,test,,
TRAMEA013723,TRACON023834,maintenance,,
TRAMEA013724,TRACON023901,test,,
TRAMEA013724,TRACON023834,maintenance,,
TRAMEA013725,TRACON023901,test,,
TRAMEA013725,TRACON023834,maintenance,,
TRAMEA013726,TRACON023901,test,,
TRAMEA013726,TRACON023834,maintenance,,
TRAMEA013727,TRACON023901,test,,
TRAMEA013727,TRACON023834,maintenance,,
TRAMEA013728,TRACON023901,test,,
TRAMEA013728,TRACON023834,maintenance,,
TRAMEA013729,TRACON023901,test,,
TRAMEA013729,TRACON023834,maintenance,,
TRAMEA013730,TRACON012134,test,,
TRAMEA013730,TRACON024520,maintenance,,
TRAMEA013731,TRACON012134,test,,
TRAMEA013731,TRACON024520,maintenance,,
TRAMEA013732,TRACON012134,test,,
TRAMEA013732,TRACON024520,maintenance,,
TRAMEA013733,TRACON012134,test,,
TRAMEA013733,TRACON024520,maintenance,,
TRAMEA013734,TRACON012134,test,,
TRAMEA013734,TRACON024520,maintenance,,
TRAMEA013735,TRACON012134,test,,
TRAMEA013735,TRACON024520,maintenance,,
TRAMEA013736,TRACON012134,test,,
TRAMEA013736,TRACON024520,maintenance,,
TRAMEA013737,TRACON012134,test,,
TRAMEA013737,TRACON024520,maintenance,,
TRAMEA013738,TRACON012134,test,,
TRAMEA013738,TRACON024520,maintenance,,
TRAMEA013739,TRACON012134,test,,
TRAMEA013739,TRACON024520,maintenance,,
TRAMEA013740,TRACON012134,test,,
TRAMEA013740,TRACON024520,maintenance,,
TRAMEA013741,TRACON012134,test,,
TRAMEA013741,TRACON024520,maintenance,,
TRAMEA013742,TRACON012134,test,,
TRAMEA013742,TRACON024520,maintenance,,
TRAMEA013743,TRACON012134,test,,
TRAMEA013743,TRACON024520,maintenance,,
TRAMEA013744,TRACON012134,test,,
TRAMEA013744,TRACON024520,maintenance,,
TRAMEA013745,TRACON012134,test,,
TRAMEA013745,TRACON024520,maintenance,,
TRAMEA013746,TRACON012134,test,,
TRAMEA013746,TRACON024520,maintenance,,
TRAMEA013747,TRACON012134,test,,
TRAMEA013747,TRACON024520,maintenance,,
TRAMEA013748,TRACON012134,test,,
TRAMEA013748,TRACON024520,maintenance,,
TRAMEA013749,TRACON012134,test,,
TRAMEA013749,TRACON024520,maintenance,,
TRAMEA013750,TRACON012134,test,,
TRAMEA013750,TRACON024520,maintenance,,
TRAMEA013751,TRACON012134,test,,
TRAMEA013751,TRACON024520,maintenance,,
TRAMEA013752,TRACON012134,test,,
TRAMEA013752,TRACON024520,maintenance,,
TRAMEA013753,TRACON012134,test,,
TRAMEA013753,TRACON024520,maintenance,,
TRAMEA013754,TRACON012134,test,,
TRAMEA013754,TRACON024520,maintenance,,
TRAMEA013755,TRACON023869,test,,
TRAMEA013755,TRACON024520,maintenance,,
TRAMEA013756,TRACON023869,test,,
TRAMEA013756,TRACON024520,maintenance,,
TRAMEA013757,TRACON023869,test,,
TRAMEA013757,TRACON024520,maintenance,,
TRAMEA013758,TRACON023869,test,,
TRAMEA013758,TRACON024520,maintenance,,
TRAMEA013759,TRACON023869,test,,
TRAMEA013759,TRACON024520,maintenance,,
TRAMEA013760,TRACON023869,test,,
TRAMEA013760,TRACON024520,maintenance,,
